title,visits,pI,year,month
NW-News (Neue Westfälische),697.085,6.978.104,2007,6
NWZonline (Nordwest-Zeitung),281.416,3.359.412,2007,6
Oberpfalznetz,215.503,1.663.021,2007,6
ÖKO-TEST Verbraucherberatung,355.865,1.952.606,2007,6
Offenbach-Post Online,136.948,1.299.347,2007,6
Offizieller Internetauftritt von Eintracht...,1.196.917,7.199.648,2007,6
Oktoberfest online,187.694,1.088.318,2007,6
Oldenburgische Volkszeitung,39.107,146.194,2007,6
OnlineWelten,5.311.246,113.830.710,2007,6
Onmeda,1.372.254,8.736.869,2007,6
OnVista,11.325.245,98.971.361,2007,6
Ostfriesen-Zeitung online,46.518,398.604,2007,6
Ostsee-Zeitung.de,211.485,1.981.302,2007,6
OTZ.de (Ostthüringer Zeitung),225.143,2.278.263,2007,6
outdoor-magazin.com,71.020,397.801,2007,6
ovb-online.de,294.543,5.312.696,2007,6
OWL Online,13.355,49.295,2007,6
P.M. Online,213.815,1.047.547,2007,6
Page-Online,47.490,125.239,2007,6
PC Action,180.501,935.450,2007,6
PC GO,238.781,1.101.665,2007,6
PC-MAGAZIN,834.791,2.647.282,2007,6
PC-WELT,7.499.627,28.015.481,2007,6
pcgames.de,2.252.509,11.775.180,2007,6
pcgameshardware.de,825.554,4.881.274,2007,6
Peiner Allgemeine Zeitung,37.841,113.887,2007,6
Perlentaucher,541.131,1.200.975,2007,6
Pharmazeutische Zeitung online,137.873,707.531,2007,6
planetsnow.de,3.234,9.504,2007,6
plasticker.de,91.846,643.060,2007,6
Playboy.de,759.686,17.685.756,2007,6
PNP-Online,345.932,2.814.841,2007,6
Presseportal,1.652.467,5.677.508,2007,6
Prisma.de,412.159,1.480.293,2007,6
promobil.de,78.320,490.587,2007,6
ProSieben Online,135.283.607,424.684.691,2007,6
publish.de,33.713,100.420,2007,6
Pützchens Markt,3.825,56.836,2007,6
QM-InfoCenter.de,27.682,145.477,2007,6
Qualimedic.de,1.115.164,9.881.854,2007,6
Quoka.de - Der Kleinanzeigenmarkt,2.472.688,22.998.879,2007,6
R.SA,42.926,159.175,2007,6
Radio Bonn/Rhein-Sieg,35.059,226.005,2007,6
Radio Brocken,78.720,1.283.894,2007,6
RADIO ENERGY,473.401,4.875.005,2007,6
Radio ffn,431.476,5.597.472,2007,6
Radio Gong,92.034,330.772,2007,6
Radio Hamburg,439.173,2.816.717,2007,6
Radio NORA,56.176,203.226,2007,6
RADIO PSR,126.823,685.386,2007,6
Radio Regenbogen,115.628,796.275,2007,6
Radio RPR Rheinland-Pfälzische Rundfunk GmbH &...,315.826,5.259.923,2007,6
Radio Salue,726.407,17.934.029,2007,6
radio SAW,125.671,1.821.265,2007,6
Radio Schleswig-Holstein (R.SH),252.258,1.856.537,2007,6
Radio Tele FFH-Server,1.133.529,6.296.543,2007,6
Radio7,1.041.697,51.771.070,2007,6
Recht für Deutschland,26.702,159.923,2007,6
REISE & PREISE online,92.648,409.782,2007,6
reisen.de,102.546,1.613.007,2007,6
Reuters Deutschland,584.857,1.157.344,2007,6
rga-online,141.444,1.308.503,2007,6
Rhein Main Presse/Main-Rheiner,788.015,3.956.025,2007,6
Rhein-Main.Net,559.197,4.947.127,2007,6
Rosenheimer Nachrichten,28.146,126.552,2007,6
rp-online,3.376.826,33.324.177,2007,6
rs2.de,187.490,1.373.430,2007,6
RT.1 media group,50.671,507.956,2007,6
RTL 2,1.727.138,9.048.050,2007,6
RTL.de,36.268.993,406.233.773,2007,6
RTV de,400.746,3.979.607,2007,6
RUND-UMS-BABY,1.177.288,23.697.433,2007,6
RZ-Online,1.191.978,4.939.470,2007,6
Saarland Online (sol.de),567.086,12.792.240,2007,6
sat.1 online,15.252.857,101.644.188,2007,6
Schaumburger Nachrichten.,22.378,307.958,2007,6
Schwäbische Zeitung Online,1.027.486,16.854.953,2007,6
schwarzwaelder-bote.de (SWOL),194.535,2.365.276,2007,6
SeereisenMagazin,6.228,18.395,2007,6
Selbst.de,107.200,807.659,2007,6
SHK-TV,790,5.332,2007,6
SKOL-SÜDKURIER Online,686.567,11.052.465,2007,6
solarfoerderung.de,21.840,189.216,2007,6
Solinger-Tageblatt.de,111.300,1.387.490,2007,6
Spektrum der Wissenschaft/Wissenschaft online,421.526,1.363.328,2007,6
SPIEGEL ONLINE,69.425.534,394.788.269,2007,6
Spieletipps.de,4.371.663,37.728.449,2007,6
Spin.de,4.446.446,134.547.228,2007,6
Sport1,21.997.636,124.209.611,2007,6
STADTPLANDIENST,1.571.278,16.397.178,2007,6
Stellen Online,62.628,268.172,2007,6
stellenanzeigen.de,864.878,5.286.042,2007,6
stern.de,12.759.821,141.597.196,2007,6
studieren.de,153.923,2.973.684,2007,6
StudiVZ,87.810.615,2.839.221.911,2007,6
Stuttgarter Zeitung online & Stuttgarter...,1.268.394,11.137.616,2007,6
Stylepark,85.311,902.475,2007,6
STZ-Online,26.777,189.705,2007,6
sueddeutsche.de,10.827.897,78.787.242,2007,6
Südwest Presse Online,233.197,1.939.771,2007,6
SUPERillu ONLINE,261.106,2.812.272,2007,6
SVZ online,188.298,686.002,2007,6
SZ-Online,1.024.883,10.685.506,2007,6
T-Online Contentangebot,259.859.629,2.150.886.634,2007,6
tagesspiegel.de,1.850.387,8.314.864,2007,6
tecCHANNEL,1.629.463,5.097.519,2007,6
Telekom-Baskets-Bonn,77.873,902.860,2007,6
teltarif.de -Kommunikation ganz einfach,3.604.231,12.311.018,2007,6
terranova,11.141,22.252,2007,6
Thueringer-Allgemeine.de,265.500,4.168.230,2007,6
Tiscali,3.281.669,30.629.009,2007,6
TLZ.de (Thüringische Landeszeitung),171.784,1.195.963,2007,6
TOGGO.de (Super RTL),2.287.197,104.532.356,2007,6
TOMORROW Online,59.467,201.120,2007,6
Toms Hardware Guide,1.478.056,7.878.376,2007,6
top agrar online,151.801,784.344,2007,6
TradeSignal Online,371.377,6.009.462,2007,6
"Traktorpool - Ihre Traktoren, Landtechnik und...",527.175,12.620.992,2007,6
travelchannel,629.580,4.978.494,2007,6
Tui.com,2.388.689,29.049.217,2007,6
TV Movie.de,3.231.500,15.334.643,2007,6
TV SPIELFILM Online,2.053.710,16.525.035,2007,6
TV TODAY,2.393.934,13.275.400,2007,6
TWnetwork.de,203.212,882.602,2007,6
Twnetwork.net,2.882,12.992,2007,6
tz Online,191.655,759.010,2007,6
UNICUM.de,184.356,1.153.616,2007,6
unterwasser,35.705,268.967,2007,6
Urbia - We are family!,1.322.102,29.995.910,2007,6
VANITY FAIR ONLINE,227.778,1.608.602,2007,6
Varta Hotel- und Restaurantführer,70.399,429.073,2007,6
VDI nachrichten,186.976,1.061.920,2007,6
Videogameszone,235.583,1.639.055,2007,6
Vitanet.de,596.247,2.243.019,2007,6
Viva,1.532.125,11.619.234,2007,6
vnunet.de,1.281.096,2.763.034,2007,6
VOGUE.com,293.516,5.267.753,2007,6
Volksfreund.de,554.276,6.704.937,2007,6
"Volksstimme, Magdeburg",266.971,1.878.370,2007,6
VOX,1.766.543,20.021.765,2007,6
w&v-online,421.259,1.437.925,2007,6
WA-Online,204.673,2.247.643,2007,6
Wallstreet-Online,4.802.988,53.767.266,2007,6
WAZ.de (Westdeutsche Allgemeine Zeitung),1.109.235,10.008.703,2007,6
Weinheimer Nachrichten / Odenwälder Zeitung,33.346,224.013,2007,6
Wer liefert was? WLW-ONLINE,1.728.811,11.598.280,2007,6
werbetechnik.de,3.680,21.191,2007,6
WESER-KURIER Online,234.202,2.029.248,2007,6
Westfälische Nachrichten,361.297,2.993.692,2007,6
Westfaelische-Rundschau.de,443.333,3.498.738,2007,6
Westfalenpost.de,290.711,3.645.938,2007,6
westline,1.397.777,8.814.986,2007,6
Wetter Online,33.753.287,196.336.400,2007,6
wetter.com,25.928.772,120.909.485,2007,6
WILANTIS - Das Wissensradio,12.117,36.164,2007,6
Winload,1.494.126,6.840.118,2007,6
WirtschaftsWoche,833.624,2.753.204,2007,6
wissen.de,859.244,9.249.628,2007,6
Wochenblätter,8.072,41.965,2007,6
Wohnidee Online,39.703,675.839,2007,6
Wolfsburger Allgemeine Zeitung,103.335,310.576,2007,6
WZ-newsline (Westdeutsche Zeitung),468.192,2.515.636,2007,6
Xonio - Handys & Mobile Computing Im Test,959.083,11.437.741,2007,6
yahoo,141.115.971,1.013.432.325,2007,6
Yam.de,440.093,2.950.857,2007,6
YoungMiss.de,278.396,6.972.974,2007,6
ZDNet,4.749.821,18.989.935,2007,6
ZEIT online,5.512.350,31.206.276,2007,6
Zeitungsgruppe Zentralhessen / Gießener Anzeiger,149.665,755.272,2007,6
ZfK Zeitung für kommunale Wirtschaft,31.745,79.764,2007,6
1. FC Nürnberg,777.199,3.157.222,2007,7
104.6 RTL,172.124,1.294.544,2007,7
105`5 spreeradio,39.979,352.267,2007,7
106!8 rock´n pop,77.203,346.203,2007,7
20cent,47.772,878.998,2007,7
89.0 RTL - Die besten Hits von heute!,64.779,1.989.602,2007,7
Aachener Nachrichten,172.080,1.765.073,2007,7
Aachener Zeitung,381.082,3.141.719,2007,7
Abacho,3.208.213,17.371.734,2007,7
Abendzeitung online,88.437,406.210,2007,7
abenteuer und reisen,97.705,413.167,2007,7
Absatzwirtschaft-Online,38.943,187.678,2007,7
Ärzte Zeitung Online,723.399,1.846.083,2007,7
ÄRZTLICHE PRAXIS online,192.788,522.973,2007,7
all-in.de - Das Allgäu online!,196.080,2.213.449,2007,7
all4engineers-Netzwerk für Ingenieure,124.978,429.709,2007,7
Aller Zeitung,44.107,127.020,2007,7
Allgemeine Zeitung Uelzen Online,50.402,236.072,2007,7
Allgemeiner-Anzeiger.de,9.768,36.204,2007,7
Alpin,35.379,287.593,2007,7
AMICA Online,253.513,3.529.623,2007,7
AnimaniA,54.279,267.670,2007,7
Antenne Bayern,6.287.668,87.906.117,2007,7
ANTENNE THÜRINGEN,407.882,13.554.851,2007,7
Anwalt-Suchservice,37.338,83.454,2007,7
anwalt24.de,172.884,560.234,2007,7
Anwaltseiten24,70.435,177.414,2007,7
AOL,91.654.188,486.728.099,2007,7
apotheke.com,73.336,288.525,2007,7
ARIVA.DE,2.104.977,23.040.025,2007,7
Arminia Bielefeld,380.488,1.534.266,2007,7
artnet,217.027,1.324.402,2007,7
Ashampoo,4.115.196,9.418.425,2007,7
ASTROWOCHE,569.436,5.918.939,2007,7
Augsburger Allgemeine Online,1.254.185,20.290.873,2007,7
auto motor und sport,1.658.530,25.558.805,2007,7
AUTO SERVICE PRAXIS Online,50.823,140.336,2007,7
Auto Strassenverkehr,46.142,296.672,2007,7
autobild.de,4.023.535,67.620.139,2007,7
AUTOFLOTTE Online,38.102,128.248,2007,7
AUTOHAUS Online,380.808,1.299.398,2007,7
Autoschrauber.de,43.417,143.310,2007,7
Baden Online,148.501,1.137.246,2007,7
Badische Zeitung Online,580.760,6.051.973,2007,7
BAULINKS.de,928.736,3.274.582,2007,7
BauNetz,595.032,3.763.915,2007,7
Bayerische Rundschau,28.872,249.138,2007,7
bayern.by,98.141,455.835,2007,7
Bayreuth.de,77.739,363.837,2007,7
bbv-net.de,144.895,981.139,2007,7
Bellevue,38.014,506.914,2007,7
Berlin.de,4.475.438,24.383.041,2007,7
Berliner Morgenpost,1.634.058,14.198.884,2007,7
Berliner Rundfunk.de,68.006,393.254,2007,7
BerlinOnline,2.232.441,16.305.455,2007,7
Bestlife,28.689,118.417,2007,7
beyars.com,93.720,355.578,2007,7
Bild.de,47.859.871,561.100.321,2007,7
billiger.de - Deutschlands großer Preisvergleich,5.714.388,23.515.333,2007,7
Blechnet,2.592,8.570,2007,7
boerse-online.de,1.432.254,10.352.424,2007,7
Bonn XXL,44.532,146.034,2007,7
Borussia Dortmund,3.223.558,13.736.935,2007,7
brainGuide - Das Expertenportal der Wirtschaft,159.972,400.534,2007,7
BRAVO.de,1.255.417,33.019.072,2007,7
Brigitte.de,2.127.674,27.524.052,2007,7
Buffed,10.640.978,79.363.801,2007,7
BUNTE.T-Online.de,3.556.801,29.639.589,2007,7
business-wissen.de,101.150,258.636,2007,7
BZ-Berlin,524.921,4.598.324,2007,7
capital.de,302.816,2.662.489,2007,7
caravaning.de,25.523,91.275,2007,7
ChannelPartner,696.557,1.914.626,2007,7
Chatcity,696.948,13.367.964,2007,7
Chatfun,99.967,882.257,2007,7
Chatworld,224.262,1.796.608,2007,7
Chefkoch.de,5.213.983,50.268.228,2007,7
Chiemgau Online,50.944,152.977,2007,7
CHIP Fotowelt,74.228,1.600.378,2007,7
CHIP Online,21.124.512,147.542.738,2007,7
ciao.com,14.634.265,41.837.938,2007,7
CINEMA Online,464.831,4.012.548,2007,7
CINEPLEX,1.082.219,5.704.244,2007,7
CIO,395.419,1.025.738,2007,7
cityweb.de,311.197,1.653.158,2007,7
Classic Driver,329.295,3.716.704,2007,7
Coburger Tageblatt,37.058,264.143,2007,7
comedycentral.de,117.708,602.538,2007,7
CompuServe,895.448,2.436.830,2007,7
COMPUTERBILD.de,2.089.367,15.500.892,2007,7
Computerwoche Online,967.302,2.994.165,2007,7
Connect,316.185,1.820.358,2007,7
Cortal Consors S.A.,6.439.401,76.128.199,2007,7
cosmoty.de,570.552,7.937.641,2007,7
Das Örtliche,11.927.461,75.777.288,2007,7
Das Telefonbuch,17.548.945,110.776.851,2007,7
Das Vierte,115.888,479.016,2007,7
daskochrezept.de,877.743,5.507.802,2007,7
Delmenhorster Kreisblatt (dk-online.de),66.531,551.360,2007,7
delta radio,201.755,866.243,2007,7
DER AKTIONÄR,92.399,274.850,2007,7
Der Betrieb Online,44.971,192.760,2007,7
DER FONDS,7.571,16.613,2007,7
der heisse draht (www.dhd24.com),5.431.598,54.289.926,2007,7
Der Patriot online,65.889,287.424,2007,7
Detail - Zeitschrift für Architektur + Baudetail,155.857,707.233,2007,7
Deutscher Alpenverein e.V.,216.280,1.012.507,2007,7
Deutsches Ärzteblatt - online,594.734,3.347.988,2007,7
Deutsches Verbände Forum - verbaende.com,27.720,95.236,2007,7
DEWEZET.de,154.387,2.368.984,2007,7
diabetes-world.net,60.099,239.315,2007,7
Die Glocke,85.881,459.638,2007,7
DIE WELT online,7.616.007,58.741.850,2007,7
Digital.World,338.251,984.495,2007,7
digitalfernsehen.de,1.732.466,8.353.076,2007,7
DocCheck,535.371,1.597.251,2007,7
donaukurier.de,172.020,1.973.675,2007,7
Druckerchannel.de,221.560,1.285.246,2007,7
Echo Online,367.146,2.391.364,2007,7
Eichsfelder Tageblatt,12.701,40.267,2007,7
Ein Herz für Tiere,60.811,616.776,2007,7
Einzelhandel.de,30.476,136.908,2007,7
Elektroniknet,164.781,536.941,2007,7
Elektronikpraxis.de,33.352,131.246,2007,7
Elektrotechnik.de,8.288,22.404,2007,7
ELLE,211.284,2.220.943,2007,7
Eltern.de,1.239.543,21.387.197,2007,7
eMARKET,59.615,111.488,2007,7
ENERGY Sachsen,88.992,450.339,2007,7
enimal.de,238.657,4.113.513,2007,7
Express Online,3.665.549,24.753.799,2007,7
Facharzt.de / Hausarzt.de,232.088,1.395.482,2007,7
Falk,6.132.310,85.199.019,2007,7
Familotel,82.372,556.703,2007,7
FAZ.NET,11.273.288,66.609.037,2007,7
Feierabend.de,357.733,6.464.750,2007,7
FeWo-direkt.de,1.076.855,13.190.468,2007,7
Filmreporter.de,181.601,531.774,2007,7
Financial Times Deutschland,4.923.011,20.049.606,2007,7
FINANZ BETRIEB,7.094,23.968,2007,7
finanzen.net - Internetservice für Kapitalanleger,1.753.427,13.684.407,2007,7
Finanztreff.de,4.981.509,51.564.156,2007,7
FIRMENWISSEN,705.509,2.543.396,2007,7
FIT FOR FUN Online,325.646,3.848.633,2007,7
Fleischwirtschaft.de,12.487,51.534,2007,7
Flüssiggas-Magazin,1.358,3.461,2007,7
FNweb,88.901,321.823,2007,7
FOCUS ONLINE,14.196.391,116.150.446,2007,7
Forum für Senioren,215.195,5.126.893,2007,7
Fränkischer Tag Online,278.956,3.614.719,2007,7
Frankenpost online,175.635,2.025.336,2007,7
Frankfurter Rundschau online,1.267.320,7.218.426,2007,7
Free-SMS,355.759,3.499.395,2007,7
Freie Presse Online,348.114,3.488.851,2007,7
Freies Wort- Online,112.313,1.242.176,2007,7
freundin online,436.292,5.335.132,2007,7
GALA Online,526.315,4.106.757,2007,7
GamePRO,578.842,3.597.817,2007,7
Gamesdynamite,164.926,987.448,2007,7
GameStar,4.199.115,24.982.142,2007,7
Gameswelt,1.630.478,11.748.088,2007,7
gamigo.de,2.357.900,33.422.308,2007,7
Gamona,3.182.045,22.642.308,2007,7
ganz-muenchen.de,342.772,1.211.553,2007,7
Gastronomie Report Online,26.757,70.014,2007,7
GBI-Genios Deutsche Wirtschaftsdatenbank,304.387,1.671.953,2007,7
GEA online,92.428,504.355,2007,7
Geizkragen.de,2.419.411,7.701.369,2007,7
GelbeSeiten,5.277.929,43.313.703,2007,7
General-Anzeiger Online,932.062,8.663.720,2007,7
General-Anzeiger-Rhauderfehn,18.122,138.474,2007,7
GEO.de,518.730,4.396.347,2007,7
gesichterparty.de,4.914.668,191.590.604,2007,7
Gesundheit-aktuell - Ihr Online...,44.261,219.537,2007,7
Gewinnspiele.com,282.318,4.087.957,2007,7
GLAMOUR.de,698.742,16.369.136,2007,7
Göttinger Tageblatt,74.650,247.033,2007,7
goFeminin,5.613.323,58.113.753,2007,7
Golf.de - das Internetportal für den Golfsport,1.017.648,11.527.104,2007,7
goslarsche.de,107.056,527.305,2007,7
GQ.com,342.509,6.362.260,2007,7
guenstiger.de,4.980.122,52.525.713,2007,7
Guter Rat.de,113.999,414.348,2007,7
Häfft-Community,268.578,3.464.357,2007,7
Haller Tagblatt online,29.993,323.991,2007,7
Hamburger Abendblatt Online,3.482.190,19.472.347,2007,7
Hamburger Morgenpost Online,1.004.103,5.361.359,2007,7
Hamburger Sport-Verein,1.907.682,12.042.476,2007,7
Handelsblatt.com,6.340.937,28.350.265,2007,7
handy.de,187.349,2.042.235,2007,7
Hannoversche Allgemeine Zeitung,473.277,3.190.910,2007,7
HAO - der Onlinedienst des Hellweger Anzeigers...,27.574,144.592,2007,7
Harburger Anzeigen und Nachrichten,11.592,44.500,2007,7
HAUS+GARTEN ONLINE,222.756,1.933.549,2007,7
Hausarbeiten.de,782.383,2.117.214,2007,7
HAZOnline,4.277,34.960,2007,7
Heidenheimer Zeitung online,77.724,381.126,2007,7
Heilbronner Stimme online,325.420,3.591.458,2007,7
heise online,21.581.216,136.542.866,2007,7
Hertha BSC,637.882,3.671.064,2007,7
Hit Radio Antenne,203.065,1.886.165,2007,7
Hit-Radio Antenne1,250.950,1.680.880,2007,7
hitradio.rt1 network,51.986,402.114,2007,7
HNA online,534.403,4.363.446,2007,7
holidaycheck,6.237.319,165.408.362,2007,7
HORIZONT.NET,355.626,1.537.480,2007,7
idea.de,115.425,333.424,2007,7
Idowa Online,213.376,3.072.205,2007,7
IKZ - Fachportal für die SHK-Branche,30.491,78.820,2007,7
IKZ-online.de (Iserlohner Kreisanzeiger),77.311,1.054.988,2007,7
impulse.de,153.425,551.364,2007,7
inside-digital.tv,129.657,1.114.332,2007,7
Inside-Handy,1.157.382,9.204.908,2007,7
inside-hotel.de,57.916,625.931,2007,7
INTERNET-MAGAZIN,151.270,423.935,2007,7
Internetcologne,3.197.949,5.682.105,2007,7
janolaw.de,272.726,1.842.109,2007,7
Jugendstiftung Baden-Württemberg,1.911,5.354,2007,7
JurPC,44.707,76.242,2007,7
kabeleins online,1.775.975,26.305.151,2007,7
Kalaydo - das regionale Findernet,1.189.759,27.111.268,2007,7
kanumagazin.de,17.114,63.238,2007,7
karriere,135.738,857.408,2007,7
kicker online,18.716.151,105.598.936,2007,7
Kidszone,21.963,320.326,2007,7
Kilahu - Ihre Insel im Netz,338.923,4.576.134,2007,7
KINO.DE,2.237.622,15.908.412,2007,7
KISS FM,307.370,1.509.608,2007,7
klickTel,4.701.613,31.667.345,2007,7
klinikmarkt.com,15.004,53.338,2007,7
Knuddels.de,33.820.685,212.638.455,2007,7
Kochen & Genießen Online,88.435,831.072,2007,7
Koeln.de,2.075.726,13.240.942,2007,7
Kölner Stadt-Anzeiger Online,2.206.067,12.218.659,2007,7
Kölnische Rundschau,381.242,1.581.561,2007,7
Konstruktionspraxis.de,42.437,76.666,2007,7
Kontakter,58.194,122.665,2007,7
Kostenlos,542.782,3.007.777,2007,7
Kreiszeitung Online,158.432,1.007.997,2007,7
kress.de,345.362,841.476,2007,7
Küchenplaner-Magazin,2.672,9.457,2007,7
Kunststoffe.de,26.695,142.379,2007,7
KunststoffWeb,79.258,277.109,2007,7
L'TUR Last Minute Online,3.683.647,55.289.141,2007,7
Ladies.de,2.488.308,87.255.770,2007,7
LandesWelle Thüringen,52.119,213.393,2007,7
laut.de - der musikkanal,2.167.480,10.184.987,2007,7
Lifeline-Gesundheitsberater,721.263,4.620.214,2007,7
Living at home,582.216,8.381.334,2007,7
LN-online,319.586,1.406.124,2007,7
Lokalisten,16.608.145,753.194.341,2007,7
LR-Online,169.466,1.565.167,2007,7
Lust auf Genuß,56.852,512.590,2007,7
LVZ-Online,559.076,5.451.443,2007,7
LZ-Online (Lippische Landes-Zeitung),69.424,542.182,2007,7
LZ|NET,282.882,1.389.442,2007,7
MACup,97.002,459.665,2007,7
Macwelt,822.199,1.908.633,2007,7
Märkische Oderzeitung Online,169.595,952.277,2007,7
MaerkischeAllgemeine.de,393.864,2.072.154,2007,7
Main-Netz,206.788,2.879.313,2007,7
mainpost.de,597.558,7.850.260,2007,7
manager magazin online,3.852.292,18.165.716,2007,7
Map24,17.778.626,222.826.661,2007,7
Marco Polo,346.121,2.659.211,2007,7
marketing-BÖRSE,91.787,232.202,2007,7
MAX Online,345.549,3.803.898,2007,7
Maxdome,1.475.673,11.495.760,2007,7
MaximOnline.de,239.403,5.505.353,2007,7
media&marketing,25.594,59.619,2007,7
Media-Daten.com,32.736,203.257,2007,7
mediabiz.de,499.162,2.339.110,2007,7
medical-tribune.de/arztbereich,11.135,34.961,2007,7
medical-tribune.de/patienten,64.764,170.157,2007,7
Medienhandbuch.de,80.339,206.120,2007,7
Medienhaus Bauer / Recklinghäuser Zeitung,86.049,1.023.709,2007,7
medizin-online - Medizin im Internet,134.229,472.078,2007,7
medizinstudent.de,49.743,264.887,2007,7
Mein schöner Garten Online,261.362,4.469.670,2007,7
meinestadt.de,17.568.318,292.845.612,2007,7
Meininger Tageblatt,8.496,129.545,2007,7
MensHealth.de,381.970,4.545.147,2007,7
Merkur-Online,715.356,6.285.196,2007,7
Mittelbayerische Zeitung,482.623,4.408.429,2007,7
MM Maschinenmarkt Online,42.101,139.756,2007,7
Mobile Stadt,2.623,6.387,2007,7
mobile.de Der Automarkt,36.035.516,1.012.869.224,2007,7
Möbelkultur,80.304,225.832,2007,7
moneyspecial,4.739,20.649,2007,7
Morgenweb,465.032,3.348.407,2007,7
Motor.de,123.146,303.974,2007,7
Motorrad-Online,606.964,5.357.014,2007,7
Motorsport-Total.com -...,1.701.667,13.176.165,2007,7
Mountainbikemagazin.de,199.510,1.469.498,2007,7
MSN,202.572.854,615.031.271,2007,7
mt-online,112.488,649.938,2007,7
mtv.de,1.889.783,9.726.678,2007,7
munichx.de - Stadtmagazin für München,431.518,1.320.730,2007,7
MVweb,111.300,730.319,2007,7
My-Hammer.de,1.584.681,23.689.669,2007,7
myself.de,105.823,1.646.113,2007,7
MyVideo,36.072.553,618.436.779,2007,7
mz-web.de,479.487,2.801.869,2007,7
n-tv online,13.978.823,104.392.778,2007,7
N24 Online,2.514.052,12.959.738,2007,7
naturkost.de,251.067,827.136,2007,7
Naumburger Tageblatt,4.954,28.791,2007,7
NEON,454.809,5.017.466,2007,7
Netscape,2.920.988,5.458.025,2007,7
netzwelt.de,2.688.647,9.417.684,2007,7
Neue OZ online,348.531,2.348.184,2007,7
Neue Presse,72.546,733.300,2007,7
Neue Presse Hannover,120.660,597.299,2007,7
newsclick.de,539.852,4.686.547,2007,7
NGZ,222.803,1.882.601,2007,7
nick.de,1.998.285,20.895.228,2007,7
Nickles.de Computerwissen für alle,647.804,1.797.405,2007,7
Nordbayerischer Kurier,157.379,1.634.374,2007,7
Nordbayern Infonet,1.227.406,9.363.032,2007,7
NordClick,225.156,2.425.015,2007,7
Nordkurier-Online,62.931,344.749,2007,7
Nordsee-Zeitung online,75.701,510.384,2007,7
Notebookjournal.de,183.193,881.847,2007,7
NRZ.de (Neue Ruhr/Rhein Zeitung),425.192,3.190.166,2007,7
Nürtinger Zeitung,56.580,385.053,2007,7
NW-News (Neue Westfälische),744.231,8.043.118,2007,7
NWZonline (Nordwest-Zeitung),338.179,4.415.964,2007,7
Oberpfalznetz,227.624,1.872.443,2007,7
ÖKO-TEST Verbraucherberatung,425.028,2.054.860,2007,7
Offenbach-Post Online,139.909,1.510.909,2007,7
Offizieller Internetauftritt von Eintracht...,1.187.763,7.053.289,2007,7
Oktoberfest online,252.853,1.537.365,2007,7
Oldenburgische Volkszeitung,42.864,151.538,2007,7
